epoch,iteration,loss,accuracy,variance,phase
1.0,200.0,100.99566944122314,0.01239941143528215,6.983086230906748e-05,train
1.0,400.0,101.51061910629272,0.012398633539365487,6.937638772972353e-05,train
1.0,600.0,101.52722741444906,0.012398957658226704,6.927740724987025e-05,train
1.0,800.0,101.75307485580444,0.012381419610321326,6.992984030010202e-05,train
1.0,1000.0,101.99670520019531,0.01237092260631201,6.953552189609155e-05,train
1.0,1200.0,102.06331926981608,0.012367575200363594,6.94416588454467e-05,train
1.0,1400.0,102.22507697514125,0.012371612215259013,6.909730291095856e-05,train
1.0,1600.0,102.18745502471924,0.012369043239112483,6.932182991820838e-05,train
1.0,1800.0,102.1391546037462,0.012367252291283659,6.94357668498312e-05,train
1.0,2000.0,102.22630411911011,0.012359983325984186,6.94572471745901e-05,train
1.0,2200.0,102.25857830741188,0.012360093068376979,6.935876690258542e-05,train
1.0,2400.0,102.32698205947877,0.012355433007143493,6.932771776374819e-05,train
1.0,2600.0,102.30548884171706,0.012357782638688041,6.929763510350003e-05,train
1.0,2800.0,102.33952459880284,0.012354849901092951,6.936303231387e-05,train
1.0,3000.0,102.35091887156169,0.012353642502720925,6.94285753730689e-05,train
1.0,3200.0,102.39795524597167,0.012346182262266176,6.956253958967101e-05,train
1.0,3400.0,102.40245767032398,0.012348636978442256,6.955910380178562e-05,train
1.0,0.0,84.96095517150357,0.014891344807938073,4.2830018524342625e-05,val
2.0,400.0,100.71451877593994,0.012459265775905958,6.750009441079167e-05,train
2.0,800.0,100.77719537734986,0.012447821856016566,6.643821134961868e-05,train
2.0,1200.0,100.86910241444906,0.01244800865372857,6.612421222633487e-05,train
2.0,1600.0,100.9447566986084,0.012428112020732168,6.655144986603099e-05,train
2.0,2000.0,100.94000485992431,0.012435194202764533,6.646704045751004e-05,train
2.0,2400.0,100.969290599823,0.012427553309412124,6.705699714494264e-05,train
2.0,2800.0,101.07173822130476,0.012427160885864251,6.727064939967101e-05,train
2.0,3200.0,101.1096560716629,0.01242910366529613,6.736908517006634e-05,train
2.0,3600.0,101.08196286943223,0.012422926217885318,6.7678160969021e-05,train
2.0,4000.0,101.15816859054566,0.012421630181880644,6.782924348469287e-05,train
2.0,4400.0,101.14267895785245,0.01242377727850378,6.775426694059809e-05,train
2.0,4800.0,101.15031267166138,0.012424083080206733,6.782768788236057e-05,train
2.0,5200.0,101.16668540954589,0.012422144215389612,6.786722417637605e-05,train
2.0,5600.0,101.13932162693568,0.012425116211402106,6.781453158986544e-05,train
2.0,6000.0,101.15450535837809,0.012426679368564343,6.774140901134195e-05,train
2.0,6400.0,101.13901077747344,0.012424623481036755,6.765966906902013e-05,train
2.0,6800.0,101.140223384184,0.012430558501672725,6.750462316504674e-05,train
2.0,0.0,85.13452360365126,0.01471193262545433,5.238093725255679e-05,val
3.0,600.0,97.87713138580322,0.012613712234996624,6.393984624697386e-05,train
3.0,1200.0,98.03391408920288,0.012594679673169596,6.426731102967759e-05,train
3.0,1800.0,98.50150561014812,0.012574669010845547,6.449625855861256e-05,train
3.0,2400.0,98.36404863357544,0.012576660911534499,6.477912609156277e-05,train
3.0,3000.0,98.35289878845215,0.012564761456792018,6.478904660905e-05,train
3.0,3600.0,98.30699239730835,0.012565572230179184,6.481317854610411e-05,train
3.0,4200.0,98.29442964281354,0.012566374886844405,6.459422153820035e-05,train
3.0,4800.0,98.31651156902313,0.01256419175762029,6.475541112184199e-05,train
3.0,5400.0,98.33038719177246,0.01255651186320498,6.483207655267423e-05,train
