epoch,iteration,loss,accuracy,variance,phase
3.0,6000.0,98.30366482162475,0.01255881759272158,6.484529373690304e-05,train
3.0,6600.0,98.33519256938588,0.012556418677873183,6.482116637807662e-05,train
3.0,7200.0,98.37540969848632,0.012553888007393288,6.487385879720319e-05,train
3.0,7800.0,98.4208710861206,0.012551405058603218,6.486264012737492e-05,train
3.0,8400.0,98.41173839024135,0.012553259887779087,6.490569192037737e-05,train
3.0,9000.0,98.43282076263428,0.012555480353204451,6.501359890188816e-05,train
3.0,9600.0,98.4067291021347,0.012558505340079082,6.490077190466457e-05,train
3.0,10200.0,98.47534085442038,0.012556645312721845,6.494539327524755e-05,train
3.0,0.0,82.30789050892886,0.014944732381443554,4.4011258491588075e-05,val
4.0,800.0,94.90980632781982,0.012748252112875832,6.0905079445800884e-05,train
4.0,1600.0,94.4897343826294,0.012734487378033938,6.184025666983026e-05,train
4.0,2400.0,94.43614945729574,0.012742529006694215,6.183272691523676e-05,train
4.0,3200.0,94.41643558502197,0.012748198013402762,6.16877105990594e-05,train
4.0,4000.0,94.42476290893555,0.012747509959411747,6.13905304421985e-05,train
4.0,4800.0,94.2519864209493,0.012752214359817531,6.146562294123081e-05,train
4.0,5600.0,94.20355862753732,0.012751971336497775,6.160775615870387e-05,train
4.0,6400.0,94.23720048427582,0.012751242548939442,6.160322538221949e-05,train
4.0,7200.0,94.26643817901612,0.012748325843340817,6.17418056820564e-05,train
4.0,8000.0,94.23999144744873,0.012749441819311251,6.168960505350835e-05,train
4.0,8800.0,94.21240579431708,0.012749813052225624,6.161015342846208e-05,train
4.0,9600.0,94.1931205590566,0.012749895024045593,6.148908147188682e-05,train
4.0,10400.0,94.18383322202243,0.012748815222996337,6.150615014903442e-05,train
4.0,11200.0,94.15020018713815,0.012747068690976845,6.157045741017812e-05,train
4.0,12000.0,94.17021334330241,0.012748580392615809,6.149580155243938e-05,train
4.0,12800.0,94.15989531993866,0.012748669839707983,6.153970419196191e-05,train
4.0,13600.0,94.19176441641414,0.012748206970398461,6.151886783578693e-05,train
4.0,0.0,85.04019324799889,0.014786789211636337,4.923517701183021e-05,val
5.0,1000.0,90.26312126159668,0.012880876729958595,5.8424431261672534e-05,train
5.0,2000.0,89.62802066802979,0.012918955002421798,5.812673276236937e-05,train
5.0,3000.0,89.15094950358073,0.012936670976968883,5.76920444857499e-05,train
5.0,4000.0,89.01103234291077,0.012925046121164324,5.793587903539225e-05,train
5.0,5000.0,88.68372739410401,0.012932014033633131,5.762611571332534e-05,train
5.0,6000.0,88.76923240661621,0.012931275176018395,5.7765635672973955e-05,train
5.0,7000.0,88.69187094552176,0.012936616020874083,5.784595446882346e-05,train
5.0,8000.0,88.5290097618103,0.012943756255139108,5.761824023718928e-05,train
5.0,9000.0,88.42983100891114,0.012941462578150488,5.773533982568993e-05,train
5.0,10000.0,88.36097430801392,0.012943305089760639,5.7837971826353585e-05,train
5.0,11000.0,88.2924906089089,0.01294506672000537,5.77955019119118e-05,train
5.0,12000.0,88.22768964767457,0.012944939946719115,5.791625000595486e-05,train
5.0,13000.0,88.1901967884944,0.01294757337561365,5.780479459437186e-05,train
5.0,14000.0,88.12141930171421,0.012947105786410035,5.7825079199037224e-05,train
5.0,15000.0,88.11475606282552,0.012949394339837165,5.7859722363582216e-05,train
5.0,16000.0,88.07273366451264,0.012948463482041268,5.777254469838897e-05,train
5.0,17000.0,88.07064735412598,0.012946336863813784,5.7938745469589135e-05,train
5.0,0.0,86.23637712918796,0.014736880766883082,4.991526666843805e-05,val
0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,
